tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
past,naturalistic,7,nat_05239,weather,singular,preposition,It was still warm in the sunroom,nat_05239.wav
past,naturalistic,8,nat_08289,health,singular,independent,The athlete didn't win because she was injured,nat_08289.wav
future,naturalistic,7,nat_15301,work,plural,simple,Can the workers learn new skills online?,nat_15301.wav
future,naturalistic,9,nat_17782,nature,singular,independent,The fish will swim rapidly but not get tired,nat_17782.wav
future,naturalistic,8,nat_07391,work,singular,simple,Is the school going to close for holidays?,nat_07391.wav
present,naturalistic,8,nat_16303,relationship,singular,simple,She is very grateful for her supportive family,nat_16303.wav
present,naturalistic,8,nat_00110,food,plural,independent,We cook meals so our families can eat,nat_00110.wav
past,naturalistic,10,nat_09123,nature,singular,dependent,The water that flowed from the spring was very cold,nat_09123.wav
future,naturalistic,9,nat_11811,sport,singular,simple,Is the cyclist going to wear a helmet tonight?,nat_11811.wav
future,naturalistic,10,nat_04077,art,singular,dependent,The artist will have finished her masterpiece by next week,nat_04077.wav
present,naturalistic,11,nat_12250,weather,plural,independent,Are the kids playing in the snow because it's winter now?,nat_12250.wav
future,naturalistic,8,nat_10507,relationship,plural,dependent,Our parents will be celebrating their anniversary soon,nat_10507.wav
present,naturalistic,8,nat_06560,work,plural,dependent,The men working on this project are experts,nat_06560.wav
future,naturalistic,11,nat_19187,science,plural,preposition,Can the 3D printers in the room create complex models quickly?,nat_19187.wav
past,naturalistic,7,nat_17522,emotion,plural,simple,They were not happy with the news,nat_17522.wav
present,naturalistic,10,nat_08437,food,plural,preposition,Fresh fruits are not available in most stores around here,nat_08437.wav
future,naturalistic,9,nat_05063,basic,singular,preposition,Will you be sitting on the couch with me?,nat_05063.wav
past,naturalistic,8,nat_11974,housing,plural,simple,Were the stairs creaky when you walked up?,nat_11974.wav
present,naturalistic,9,nat_00095,sport,plural,independent,Why do players get tired when they run fast?,nat_00095.wav
past,naturalistic,9,nat_08528,nature,singular,independent,Was the river wide where the fish swam freely?,nat_08528.wav
past,naturalistic,9,nat_17182,sport,plural,independent,Were the players happy when they won the trophy?,nat_17182.wav
past,naturalistic,11,nat_02611,weather,plural,dependent,Did the animals that lived in the forest survive the winter?,nat_02611.wav
past,naturalistic,10,nat_14302,housing,singular,preposition,Did she not buy a new sofa for her apartment?,nat_14302.wav
past,naturalistic,7,nat_12811,science,singular,dependent,The software that I installed was free,nat_12811.wav
past,naturalistic,9,nat_10781,weather,singular,preposition,Did the hurricane bring heavy rain to the coast?,nat_10781.wav
present,naturalistic,5,nat_16045,food,singular,simple,Does he drink milk daily?,nat_16045.wav
future,naturalistic,10,nat_11893,relationship,plural,dependent,Will the siblings who aren't getting along share a room?,nat_11893.wav
present,naturalistic,12,nat_05703,housing,singular,independent,Why doesn't he like the color of the walls but loves furniture?,nat_05703.wav
future,naturalistic,10,nat_16628,transport,singular,preposition,He will not ride his bike in the heavy rain,nat_16628.wav
present,naturalistic,8,nat_16227,food,plural,independent,They love eating cakes and pastries so much,nat_16227.wav
present,naturalistic,9,nat_15085,food,plural,dependent,Do the girls eating salads want some bread too?,nat_15085.wav
future,naturalistic,8,nat_10890,basic,singular,preposition,Is he going to sit on the couch?,nat_10890.wav
future,naturalistic,10,nat_06742,work,plural,dependent,The kids who will attend the summer camp are excited,nat_06742.wav
past,naturalistic,5,nat_09478,food,singular,simple,She had not eaten lunch,nat_09478.wav
future,naturalistic,7,nat_04791,basic,singular,simple,Will she be free to meet tomorrow?,nat_04791.wav
past,naturalistic,7,nat_12864,transport,plural,simple,Many people used to travel by horseback,nat_12864.wav
past,naturalistic,9,nat_08085,emotion,singular,preposition,He felt a deep sadness after losing his dog,nat_08085.wav
past,naturalistic,9,nat_00319,work,singular,dependent,The university that she applied to didn't accept her,nat_00319.wav
present,naturalistic,11,nat_10275,sport,plural,independent,Do football players not get tired when they run so fast?,nat_10275.wav
present,naturalistic,10,nat_18314,relationship,singular,independent,Does she help her mom because her mom is tired?,nat_18314.wav
future,naturalistic,11,nat_05913,emotion,plural,preposition,Do the people on the bus not get frustrated with traffic?,nat_05913.wav
present,naturalistic,10,nat_05614,work,singular,independent,The school has a library where students can study quietly,nat_05614.wav
present,naturalistic,8,nat_16877,work,singular,simple,The teacher is explaining the math problem slowly,nat_16877.wav
past,naturalistic,8,nat_05493,art,plural,preposition,The paintings of landscapes were sold at auctions,nat_05493.wav
past,naturalistic,7,nat_13779,work,plural,simple,The computers were not working properly yesterday,nat_13779.wav
past,naturalistic,11,nat_00330,humanity,singular,preposition,The curator had worked at the museum for over a decade,nat_00330.wav
present,naturalistic,9,nat_03116,relationship,singular,independent,Does my brother not like his sister's favorite food?,nat_03116.wav
past,naturalistic,10,nat_11333,shopping,singular,preposition,Was the quality of the product in the box good?,nat_11333.wav
future,naturalistic,9,nat_03331,basic,plural,dependent,The guests who are not invited will not come,nat_03331.wav
past,naturalistic,9,nat_00613,relationship,plural,preposition,Were the students in that class not friends anymore?,nat_00613.wav
present,naturalistic,11,nat_15683,emotion,plural,dependent,Do the players not get angry when they lose a game?,nat_15683.wav
past,naturalistic,10,nat_14004,health,plural,independent,They didn't sleep well so they were tired all day,nat_14004.wav
past,naturalistic,10,nat_19776,relationship,singular,independent,The boy loved his dog but his sister did not,nat_19776.wav
present,naturalistic,8,nat_13768,health,plural,simple,Do many patients not trust their doctors fully?,nat_13768.wav
present,naturalistic,10,nat_06158,food,plural,independent,Why don't the kids drink milk but prefer juice instead?,nat_06158.wav
present,naturalistic,8,nat_09811,science,singular,simple,The app is not compatible with my device,nat_09811.wav
future,naturalistic,11,nat_15475,shopping,plural,independent,The company will hire more staff if the sales increase rapidly,nat_15475.wav
present,naturalistic,6,nat_09172,weather,singular,simple,Is it cold outside right now?,nat_09172.wav
present,naturalistic,10,nat_09210,sport,singular,preposition,She does not ride her bike to school every morning,nat_09210.wav
present,naturalistic,11,nat_11598,work,plural,independent,Some people like their jobs but others want a career change,nat_11598.wav
present,naturalistic,8,nat_08727,relationship,plural,preposition,The women in my family are great cooks,nat_08727.wav
future,naturalistic,7,nat_18133,nature,plural,simple,Will the butterflies migrate to warmer climates?,nat_18133.wav
future,naturalistic,10,nat_07496,humanity,singular,dependent,Will the student writing a thesis on politics need help?,nat_07496.wav
past,naturalistic,10,nat_15878,basic,plural,preposition,They had been preparing for the exam all week long,nat_15878.wav
present,naturalistic,9,nat_03464,weather,singular,preposition,Is the heat from the fireplace warming you up?,nat_03464.wav
present,naturalistic,8,nat_12347,work,plural,simple,They do not have enough time for homework,nat_12347.wav
present,naturalistic,5,nat_06900,emotion,singular,simple,The child doesn't feel safe,nat_06900.wav
future,naturalistic,11,nat_07874,art,plural,dependent,Will the photographers who will take our pictures be on time?,nat_07874.wav
future,naturalistic,10,nat_06125,science,plural,preposition,Will the cars without drivers not be allowed on roads?,nat_06125.wav
present,naturalistic,9,nat_01278,food,plural,dependent,Can't the farmers grow the fruits that we need?,nat_01278.wav
past,naturalistic,10,nat_19251,transport,plural,independent,They had to take a detour because of the accident,nat_19251.wav
past,naturalistic,10,nat_09050,shopping,plural,independent,Were the discounts better if you bought more items together?,nat_09050.wav
present,naturalistic,10,nat_11263,health,plural,dependent,Are the babies who are breastfed less prone to allergies?,nat_11263.wav
past,naturalistic,10,nat_19910,humanity,plural,dependent,Were the poems that they recited in class very emotional?,nat_19910.wav
present,naturalistic,9,nat_06057,weather,singular,preposition,The sun is not shining through the clouds today,nat_06057.wav
past,naturalistic,7,nat_14337,art,singular,simple,She painted a beautiful landscape last summer,nat_14337.wav
future,naturalistic,9,nat_12307,shopping,singular,preposition,Will they deliver the package to my doorstep tomorrow?,nat_12307.wav
future,naturalistic,9,nat_07018,work,plural,preposition,The boys without a scholarship will not attend university,nat_07018.wav
future,naturalistic,10,nat_05688,health,plural,dependent,People who exercise regularly will live longer and healthier lives,nat_05688.wav
past,naturalistic,6,nat_14107,food,plural,simple,Were the patients given healthy snacks?,nat_14107.wav
future,naturalistic,11,nat_00051,science,plural,dependent,Are the computers they will buy not going to be fast?,nat_00051.wav
present,naturalistic,10,nat_08500,relationship,singular,independent,My friend doesn't like it but I love that movie,nat_08500.wav
present,naturalistic,13,nat_00092,relationship,plural,independent,Are our parents proud of us when we achieve something big or small?,nat_00092.wav
past,naturalistic,8,nat_08218,emotion,plural,preposition,They had not been feeling well all morning,nat_08218.wav
past,naturalistic,8,nat_16110,relationship,singular,independent,Wasn't she mean to her little brother sometimes?,nat_16110.wav
present,naturalistic,10,nat_04329,basic,singular,preposition,Is the boy in the corner not doing his homework?,nat_04329.wav
present,naturalistic,8,nat_13735,art,singular,dependent,I admire the person who painted that portrait,nat_13735.wav
future,naturalistic,11,nat_14570,relationship,plural,preposition,The siblings of my wife will not get along with me,nat_14570.wav
present,naturalistic,6,nat_19213,relationship,singular,preposition,Do you live near your grandparents?,nat_19213.wav
past,naturalistic,8,nat_07444,science,singular,simple,The teacher did not explain the concept clearly,nat_07444.wav
past,naturalistic,9,nat_12825,emotion,plural,dependent,Were the kids happy when they played outside yesterday?,nat_12825.wav
present,naturalistic,11,nat_15590,emotion,singular,independent,She feels very lonely when her friends are not around her,nat_15590.wav
past,naturalistic,11,nat_12962,transport,plural,independent,Did they not drive to the beach because it was raining?,nat_12962.wav
past,naturalistic,10,nat_05340,food,plural,dependent,Were the drinks that they served at the party cold?,nat_05340.wav
present,naturalistic,8,nat_09543,food,plural,preposition,Are the snacks at this party not healthy?,nat_09543.wav
present,naturalistic,9,nat_17859,transport,plural,independent,Don't they give us maps when we rent cars?,nat_17859.wav
past,naturalistic,10,nat_07822,nature,plural,preposition,Did the animals not live in the forest last year?,nat_07822.wav
present,naturalistic,10,nat_07971,sport,plural,dependent,Are the teams that are winning going to the finals?,nat_07971.wav
past,naturalistic,8,nat_03869,housing,singular,preposition,He had not fixed the broken chair yet,nat_03869.wav
future,naturalistic,7,nat_19041,weather,plural,simple,Will the storms be severe this winter?,nat_19041.wav
present,naturalistic,14,nat_09192,relationship,plural,independent,Why don't the friends talk to each other when they are angry or upset?,nat_09192.wav
future,naturalistic,9,nat_02593,sport,singular,preposition,He will have eaten a sandwich before the match,nat_02593.wav
past,naturalistic,7,nat_18689,transport,singular,simple,The bus had already left the station,nat_18689.wav
future,naturalistic,11,nat_16070,transport,singular,preposition,The hotel room will not have a view of the ocean,nat_16070.wav
future,naturalistic,8,nat_04526,basic,singular,preposition,The boy from school will not visit me,nat_04526.wav
future,naturalistic,10,nat_08484,weather,plural,preposition,The snow will be melting quickly in the warm air,nat_08484.wav
present,naturalistic,7,nat_17349,food,plural,simple,Don't the chefs cook meat every day?,nat_17349.wav
past,naturalistic,8,nat_06050,shopping,singular,simple,Were there any promotions going on last week?,nat_06050.wav
past,naturalistic,11,nat_08166,humanity,plural,dependent,The politicians who gave those speeches were trying to persuade voters,nat_08166.wav
past,naturalistic,8,nat_17911,sport,plural,independent,The teams had been competing when it rained,nat_17911.wav
future,naturalistic,9,nat_06676,transport,plural,simple,They will drive to the mountains for the holidays,nat_06676.wav
past,naturalistic,10,nat_10274,relationship,plural,preposition,Did the families of our friends go on vacation together?,nat_10274.wav
past,naturalistic,8,nat_19006,art,plural,simple,The poets had not published their work yet,nat_19006.wav
future,naturalistic,9,nat_07636,science,plural,simple,Robots will not be able to think like humans,nat_07636.wav
future,naturalistic,8,nat_19598,basic,singular,dependent,She will eat the cake that I baked,nat_19598.wav
future,naturalistic,10,nat_00573,emotion,plural,dependent,Don't the parents who are worried call the school often?,nat_00573.wav
present,naturalistic,10,nat_08621,basic,singular,independent,The baby is crying because she is very hungry now,nat_08621.wav
past,naturalistic,8,nat_06993,humanity,singular,simple,Was the philosopher teaching his students wisely then?,nat_06993.wav
future,naturalistic,10,nat_05396,food,plural,independent,The girls will not make a cake or bake cookies,nat_05396.wav
past,naturalistic,7,nat_09950,art,singular,preposition,She had been writing poetry since college,nat_09950.wav
future,naturalistic,10,nat_08673,emotion,plural,preposition,Do the boys from school not get nervous during exams?,nat_08673.wav
past,naturalistic,9,nat_05679,work,singular,preposition,She had been working on her project all night,nat_05679.wav
past,naturalistic,9,nat_00068,health,singular,independent,Was her sister in therapy because of her phobia?,nat_00068.wav
future,naturalistic,9,nat_09946,emotion,singular,preposition,The man in the corner will look very depressed,nat_09946.wav
present,naturalistic,8,nat_14228,emotion,singular,preposition,Is your soul filled with love for someone?,nat_14228.wav
present,naturalistic,8,nat_04746,emotion,singular,preposition,Is her voice trembling with fear right now?,nat_04746.wav
future,naturalistic,8,nat_08908,nature,singular,preposition,The animal will run quickly across the field,nat_08908.wav
present,naturalistic,11,nat_15018,emotion,singular,independent,I feel happy when I see my smiling face in pictures,nat_15018.wav
present,naturalistic,9,nat_10676,humanity,singular,simple,The artist is not very famous in this country,nat_10676.wav
present,naturalistic,9,nat_05691,work,singular,independent,Does she attend seminars because she wants to learn?,nat_05691.wav
past,naturalistic,7,nat_08801,sport,singular,simple,Did the cyclist wear a helmet yesterday?,nat_08801.wav
past,naturalistic,6,nat_13205,humanity,plural,simple,The poets wrote beautiful sonnets together,nat_13205.wav
past,naturalistic,9,nat_10011,art,plural,preposition,Did the dancers on stage wear colorful costumes yesterday?,nat_10011.wav
past,naturalistic,11,nat_11316,work,plural,preposition,The men in the factory used to work under harsh conditions,nat_11316.wav
past,naturalistic,7,nat_04341,health,singular,preposition,The woman on the phone was depressed,nat_04341.wav
past,naturalistic,9,nat_03017,work,plural,simple,Were the students not satisfied with their exam results?,nat_03017.wav
future,naturalistic,10,nat_15348,science,plural,dependent,Will the cars of the future have wings to fly?,nat_15348.wav
future,naturalistic,7,nat_14953,basic,plural,simple,The kids will not eat their vegetables,nat_14953.wav
present,naturalistic,9,nat_12138,science,plural,preposition,The teachers of math do not give extra credit,nat_12138.wav
future,naturalistic,9,nat_18425,food,singular,preposition,Is the food in the restaurant not good tonight?,nat_18425.wav
present,naturalistic,5,nat_04075,humanity,singular,simple,I enjoy watching documentaries online,nat_04075.wav
present,naturalistic,9,nat_17550,sport,plural,independent,Are the teams working together because they want victory?,nat_17550.wav
future,naturalistic,9,nat_14016,work,singular,preposition,Does the person on your left have a degree?,nat_14016.wav
future,naturalistic,10,nat_15615,emotion,plural,independent,The men will feel relieved when the project is finished,nat_15615.wav
future,naturalistic,9,nat_14380,work,singular,simple,The professor will not teach that class next semester,nat_14380.wav
present,naturalistic,7,nat_12280,housing,singular,preposition,The carpet in the hallway is dirty,nat_12280.wav
future,naturalistic,9,nat_03495,science,singular,simple,Will the new smartphone have advanced artificial intelligence features?,nat_03495.wav
present,naturalistic,5,nat_14975,work,plural,simple,The students are very motivated,nat_14975.wav
present,naturalistic,8,nat_16473,sport,plural,dependent,Do the people exercising at home need equipment?,nat_16473.wav
present,naturalistic,7,nat_16261,nature,singular,simple,Is the forest home to many animals?,nat_16261.wav
past,naturalistic,9,nat_09051,housing,singular,simple,He built a treehouse for his kids to play,nat_09051.wav
past,naturalistic,11,nat_01485,health,plural,preposition,The boys in the town were playing sports to stay healthy,nat_01485.wav
present,naturalistic,7,nat_07652,weather,singular,preposition,Doesn't the fog clear by morning usually?,nat_07652.wav
present,naturalistic,10,nat_14402,sport,singular,independent,The coach is not happy but the team is winning,nat_14402.wav
present,naturalistic,9,nat_13789,sport,plural,independent,Some people don't like sports because they are boring,nat_13789.wav
present,naturalistic,8,nat_10497,transport,singular,dependent,My car does not have a GPS system,nat_10497.wav
past,naturalistic,11,nat_00675,sport,plural,preposition,The teams in the league had been competing for months already,nat_00675.wav
past,naturalistic,9,nat_05134,shopping,plural,independent,The customers were happy because the sales were huge,nat_05134.wav
future,naturalistic,10,nat_00023,art,plural,simple,Will they be painting the entire wall with bright colors?,nat_00023.wav
present,naturalistic,7,nat_18803,art,plural,simple,Kids love making art projects at school,nat_18803.wav
past,naturalistic,11,nat_10411,health,plural,independent,Were the patients not getting better because they did not rest?,nat_10411.wav
future,naturalistic,7,nat_12042,food,plural,simple,The children will have a healthy breakfast,nat_12042.wav
future,naturalistic,7,nat_16129,basic,singular,simple,The gift will be given to her,nat_16129.wav
future,naturalistic,9,nat_02036,work,singular,simple,Will I be able to learn a new skill?,nat_02036.wav
past,naturalistic,8,nat_03065,transport,singular,dependent,The car that I bought was very expensive,nat_03065.wav
past,naturalistic,12,nat_14128,health,plural,independent,The women had been taking care of their mental health for years,nat_14128.wav
present,naturalistic,9,nat_06109,food,singular,independent,Does she not have a favorite food or drink?,nat_06109.wav
future,naturalistic,11,nat_14495,relationship,plural,preposition,Will the boys from that school not be making new friends?,nat_14495.wav
future,naturalistic,10,nat_07098,health,plural,independent,People will try to quit smoking for their health benefits,nat_07098.wav
future,naturalistic,9,nat_06375,emotion,plural,simple,Aren't they going to be disappointed with the gift?,nat_06375.wav
past,naturalistic,11,nat_16214,basic,plural,preposition,Were the people next to you at the party having fun?,nat_16214.wav
past,naturalistic,11,nat_07980,weather,plural,independent,The kids loved playing in the snow so they stayed outside,nat_07980.wav
past,naturalistic,9,nat_09061,humanity,plural,preposition,The students at the university studied economics and politics,nat_09061.wav
past,naturalistic,10,nat_06927,humanity,plural,independent,Did they watch TV but also read books every day?,nat_06927.wav
future,naturalistic,8,nat_01041,housing,singular,simple,The repairman will fix the leaky faucet soon,nat_01041.wav
present,naturalistic,8,nat_12081,transport,plural,preposition,Buses in this city are not very reliable,nat_12081.wav
present,naturalistic,10,nat_19314,work,plural,independent,They don't have time to study because they work full-time,nat_19314.wav
future,naturalistic,11,nat_00114,sport,singular,dependent,Does the player who will serve next think she can win?,nat_00114.wav
present,naturalistic,8,nat_06991,humanity,plural,simple,Do artists create sculptures to express their feelings?,nat_06991.wav
present,naturalistic,8,nat_04250,nature,plural,independent,Many birds fly south if it gets cold,nat_04250.wav
future,naturalistic,12,nat_07550,emotion,singular,preposition,Is the boy on the bike going to feel carefree tomorrow morning?,nat_07550.wav
future,naturalistic,6,nat_08422,basic,singular,simple,It will not rain tomorrow morning,nat_08422.wav
present,naturalistic,8,nat_09452,weather,singular,dependent,The climate here is not suitable for everyone,nat_09452.wav
future,naturalistic,9,nat_16663,shopping,singular,simple,Will they have a Black Friday sale this year?,nat_16663.wav
present,naturalistic,7,nat_03853,art,singular,simple,Does it take long to learn photography?,nat_03853.wav
future,naturalistic,9,nat_05813,transport,plural,dependent,They will not be driving to the beach tomorrow,nat_05813.wav
future,naturalistic,10,nat_12675,basic,plural,preposition,The children in the room will take a nap soon,nat_12675.wav
present,naturalistic,9,nat_18832,shopping,singular,preposition,Is the mall without a food court not boring?,nat_18832.wav
future,naturalistic,7,nat_01758,relationship,singular,simple,The man will adopt a young girl,nat_01758.wav
future,naturalistic,10,nat_12879,science,plural,preposition,The cars of the future will not need drivers soon,nat_12879.wav
present,naturalistic,6,nat_07644,art,singular,simple,Her photos are not very clear,nat_07644.wav
present,naturalistic,7,nat_03680,health,plural,simple,Can some medicines have bad side effects?,nat_03680.wav
past,naturalistic,10,nat_09935,housing,singular,dependent,Had you been thinking of moving to a new city?,nat_09935.wav
past,naturalistic,10,nat_19404,science,plural,preposition,Did the experts in math solve the complex problem easily?,nat_19404.wav
future,naturalistic,10,nat_03598,work,plural,independent,We will hire more staff if the business grows fast,nat_03598.wav
present,naturalistic,9,nat_13241,work,singular,simple,He is taking a break from his studies now,nat_13241.wav
past,naturalistic,8,nat_07410,nature,singular,simple,Did the bird build its nest high up?,nat_07410.wav
future,naturalistic,9,nat_09701,health,singular,dependent,The patient who follows the diet will recover quickly,nat_09701.wav
past,naturalistic,7,nat_08851,shopping,singular,preposition,He had bought a similar product before,nat_08851.wav
future,naturalistic,10,nat_06278,nature,singular,independent,The mountain will be covered in snow yet remain beautiful,nat_06278.wav
present,naturalistic,6,nat_19058,basic,plural,simple,Women often greet each other warmly,nat_19058.wav
present,naturalistic,9,nat_06319,basic,plural,dependent,They are eating the food that we prepared earlier,nat_06319.wav
past,naturalistic,9,nat_16151,relationship,plural,dependent,My friends did not like the movie we saw,nat_16151.wav
past,naturalistic,6,nat_12791,transport,plural,dependent,We had been riding the subway,nat_12791.wav
past,naturalistic,11,nat_18627,health,singular,independent,Had she not been feeling sad when she lost her job?,nat_18627.wav
future,naturalistic,9,nat_01780,humanity,singular,simple,The book will be translated into several languages soon,nat_01780.wav
past,naturalistic,8,nat_19550,art,singular,preposition,The novel on the shelf was her favorite,nat_19550.wav
past,naturalistic,7,nat_15993,relationship,singular,preposition,Didn't she grow up without a father?,nat_15993.wav
future,naturalistic,11,nat_03822,health,plural,preposition,The boys on the team will learn about injury prevention techniques,nat_03822.wav
future,naturalistic,7,nat_14600,basic,singular,simple,The dog will not be fed today,nat_14600.wav
present,naturalistic,8,nat_18938,weather,singular,preposition,Is the forecast calling for a storm tonight?,nat_18938.wav
past,naturalistic,10,nat_05837,transport,plural,independent,They went to the station and bought their tickets quickly,nat_05837.wav
past,naturalistic,7,nat_12146,basic,plural,simple,Were the roads closed due to snow?,nat_12146.wav
present,naturalistic,8,nat_13585,science,singular,preposition,The computer on my desk is very fast,nat_13585.wav
future,naturalistic,6,nat_05044,basic,plural,simple,Will the neighbors not be invited?,nat_05044.wav
past,naturalistic,9,nat_08863,art,plural,dependent,Did the musicians who performed at the concert practice?,nat_08863.wav
future,naturalistic,11,nat_03838,humanity,plural,preposition,Will the journalists of the future have more freedom to write?,nat_03838.wav
present,naturalistic,8,nat_06351,housing,plural,preposition,The houses on our street are very old,nat_06351.wav
past,naturalistic,7,nat_19385,emotion,plural,simple,Did the kids not enjoy the party?,nat_19385.wav
past,naturalistic,9,nat_14268,humanity,plural,simple,Were ancient civilizations more advanced than we think today?,nat_14268.wav
future,naturalistic,11,nat_16674,art,singular,independent,The singer will record a new album but needs a producer,nat_16674.wav
past,naturalistic,7,nat_09809,health,plural,simple,Their parents had not been very supportive,nat_09809.wav
past,naturalistic,8,nat_08930,housing,singular,simple,Was the carpet dirty before you vacuumed it?,nat_08930.wav
future,naturalistic,10,nat_14724,shopping,plural,preposition,The employees at that store will not get a raise,nat_14724.wav
future,naturalistic,9,nat_07790,humanity,singular,preposition,Will the new policy be effective in the future?,nat_07790.wav
present,naturalistic,8,nat_10712,housing,singular,simple,My sister loves to redecorate her room often,nat_10712.wav
present,naturalistic,9,nat_19302,basic,plural,dependent,The families that live here are very close friends,nat_19302.wav
future,naturalistic,11,nat_19810,science,plural,dependent,Will the robots that they build not be able to think?,nat_19810.wav
past,naturalistic,10,nat_08951,housing,singular,dependent,Was the room that you painted last week very bright?,nat_08951.wav
past,naturalistic,9,nat_17191,basic,singular,independent,Did you not see him when he was here?,nat_17191.wav
future,naturalistic,9,nat_02984,humanity,singular,simple,Does the artist not plan to attend the festival?,nat_02984.wav
past,naturalistic,6,nat_03279,basic,singular,simple,Wasn't the movie boring to watch?,nat_03279.wav
past,naturalistic,6,nat_02815,humanity,plural,simple,The students studied economics in school,nat_02815.wav
future,naturalistic,9,nat_02649,emotion,plural,simple,The girls will not be disappointed with their gifts,nat_02649.wav
present,naturalistic,10,nat_04923,basic,plural,independent,Do the teachers give homework or do they give quizzes?,nat_04923.wav
present,naturalistic,8,nat_12200,emotion,plural,preposition,Do the memories of childhood make them smile?,nat_12200.wav
past,naturalistic,9,nat_02347,humanity,plural,preposition,Were the tourists in the city visiting old museums?,nat_02347.wav
present,naturalistic,8,nat_16091,nature,singular,simple,Does a tree grow faster in warm weather?,nat_16091.wav
future,naturalistic,10,nat_16693,work,plural,independent,The school will offer new courses because students demand them,nat_16693.wav
future,naturalistic,8,nat_14617,science,singular,simple,Will the solar panel generate enough energy tomorrow?,nat_14617.wav
future,naturalistic,10,nat_06635,emotion,singular,dependent,The child who will be left behind is not calm,nat_06635.wav
present,naturalistic,9,nat_06708,sport,singular,preposition,Can the person on the treadmill run for hours?,nat_06708.wav
past,naturalistic,8,nat_01414,health,singular,preposition,Did he have a history of mental illness?,nat_01414.wav
present,naturalistic,9,nat_13984,relationship,plural,independent,My parents are happy because their children are healthy,nat_13984.wav
past,naturalistic,9,nat_06157,work,plural,dependent,The teachers didn't think the new policy was effective,nat_06157.wav
present,naturalistic,9,nat_03033,science,singular,preposition,Does the software on this computer need an update?,nat_03033.wav
future,naturalistic,8,nat_11912,health,singular,simple,A healthy diet will improve my overall well-being,nat_11912.wav
past,naturalistic,8,nat_03628,weather,singular,preposition,The leaves were changing colors outside my window,nat_03628.wav
past,naturalistic,9,nat_09893,nature,singular,preposition,A bird had built its nest under the bridge,nat_09893.wav
future,naturalistic,10,nat_12842,health,plural,independent,We will see improvements in healthcare because of technology advances,nat_12842.wav
present,naturalistic,6,nat_05556,basic,plural,simple,The artists are not very famous,nat_05556.wav
past,naturalistic,8,nat_01348,sport,singular,dependent,She had been practicing yoga for three years,nat_01348.wav
present,naturalistic,7,nat_08495,transport,plural,preposition,The roads in the mountains are steep,nat_08495.wav
present,naturalistic,11,nat_07063,transport,singular,independent,Can I get a discount if I book my flight now?,nat_07063.wav
past,naturalistic,10,nat_18080,health,plural,preposition,Were the students in the dorm sleeping well at night?,nat_18080.wav
past,naturalistic,10,nat_05896,art,singular,dependent,Had she been painting landscapes for most of her career?,nat_05896.wav
past,naturalistic,9,nat_08562,work,plural,simple,The workers built a new house in six weeks,nat_08562.wav
future,naturalistic,9,nat_01618,work,singular,simple,The boss will not be happy with the results,nat_01618.wav
future,naturalistic,10,nat_08471,sport,plural,preposition,Will the wrestlers on the mat be able to win?,nat_08471.wav
present,naturalistic,10,nat_07045,emotion,plural,preposition,Many people around us are not happy with their lives,nat_07045.wav
past,naturalistic,6,nat_02924,housing,singular,simple,The table wasn't made of wood,nat_02924.wav
present,naturalistic,10,nat_03206,transport,plural,independent,My friends are taking a taxi but we are walking,nat_03206.wav
past,naturalistic,7,nat_17560,sport,singular,simple,The swimmer did not break the record,nat_17560.wav
past,naturalistic,11,nat_04274,work,plural,preposition,The kids from our neighborhood went to the same school together,nat_04274.wav
past,naturalistic,8,nat_12510,science,singular,independent,The teacher explained math concepts clearly to students,nat_12510.wav
past,naturalistic,9,nat_13218,emotion,plural,independent,The athletes were exhausted but they kept running fast,nat_13218.wav
future,naturalistic,11,nat_18517,humanity,plural,preposition,Do the historians of tomorrow have to learn from past mistakes?,nat_18517.wav
past,naturalistic,9,nat_10172,weather,plural,simple,The tourists did not like the hot summer days,nat_10172.wav
present,naturalistic,9,nat_01950,sport,plural,preposition,Some teams in the league are playing very aggressively,nat_01950.wav
past,naturalistic,7,nat_04829,work,singular,simple,Her mom was a great teacher too,nat_04829.wav
future,naturalistic,10,nat_14592,housing,plural,dependent,Are the plumbers going to fix the pipes that leak?,nat_14592.wav
future,naturalistic,9,nat_12876,food,singular,dependent,Isn't the smoothie that he will make too thick?,nat_12876.wav
present,naturalistic,10,nat_01068,housing,singular,independent,Is the neighborhood quiet so I can study at home?,nat_01068.wav
past,naturalistic,9,nat_03660,relationship,plural,simple,The couples had been going on dates every weekend,nat_03660.wav
present,naturalistic,8,nat_14548,basic,singular,preposition,The cake in the oven is almost ready,nat_14548.wav
future,naturalistic,10,nat_02470,food,singular,dependent,Doesn't the boy think the cereal will be too sweet?,nat_02470.wav
present,naturalistic,10,nat_02274,shopping,singular,dependent,Does the store that I like have a branch here?,nat_02274.wav
present,naturalistic,10,nat_01265,relationship,singular,independent,Does she love her parents because they are very kind?,nat_01265.wav
present,naturalistic,10,nat_09070,health,singular,dependent,Does the girl who eats a lot have stomach problems?,nat_09070.wav
future,naturalistic,8,nat_07864,nature,singular,dependent,A beautiful butterfly will emerge from its cocoon,nat_07864.wav
future,naturalistic,11,nat_15136,art,singular,preposition,A new book will be written by the author next year,nat_15136.wav
past,naturalistic,12,nat_03038,shopping,singular,independent,Did you not find what you were looking for so you left?,nat_03038.wav
